sex,f,a0,a1,a2,a3,a4,a5,a6,p0,p1,p2,p3,p4,p5,q0,q1,agebound,l0,l1,m0,m1,s0,s1
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,50.75,0,0,0.0166,0.0144,-0.0289,-0.027
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,51,0,0,0.0144,0.0122,-0.027,-0.0251
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,51.25,0,0,0.0122,0.0099,-0.0251,-0.0231
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,51.5,0,0,0.0099,0.0077,-0.0231,-0.0212
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,51.75,0,0,0.0077,0.0054,-0.0212,-0.0192
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,52,0,0,0.0054,0.0032,-0.0192,-0.0172
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,52.25,0,0,0.0032,0.0009,-0.0172,-0.0152
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,52.5,0,0,0.0009,-0.0014,-0.0152,-0.0132
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,52.75,0,0,-0.0014,-0.0037,-0.0132,-0.0112
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,53,0,0,-0.0037,-0.0061,-0.0112,-0.0092
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,53.25,0,0,-0.0061,-0.0084,-0.0092,-0.0071
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,53.5,0,0,-0.0084,-0.0108,-0.0071,-0.0051
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,53.75,0,0,-0.0108,-0.0131,-0.0051,-0.003
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,54,0,0,-0.0131,-0.0155,-0.003,-0.0009
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,54.25,0,0,-0.0155,-0.0179,-0.0009,0.0012
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,54.5,0,0,-0.0179,-0.0203,0.0012,0.0033
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,54.75,0,0,-0.0203,-0.0227,0.0033,0.0054
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,55,0,0,-0.0227,-0.0252,0.0054,0.0075
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,55.25,0,0,-0.0252,-0.0276,0.0075,0.0097
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,55.5,0,0,-0.0276,-0.0301,0.0097,0.0118
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,55.75,0,0,-0.0301,-0.0326,0.0118,0.0139
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,56,0,0,-0.0326,-0.035,0.0139,0.0161
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,56.25,0,0,-0.035,-0.0375,0.0161,0.0183
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,56.5,0,0,-0.0375,-0.0401,0.0183,0.0204
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,56.75,0,0,-0.0401,-0.0426,0.0204,0.0226
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,57,0,0,-0.0426,-0.0451,0.0226,0.0248
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,57.25,0,0,-0.0451,-0.0477,0.0248,0.027
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,57.5,0,0,-0.0477,-0.0503,0.027,0.0292
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,57.75,0,0,-0.0503,-0.0529,0.0292,0.0314
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,58,0,0,-0.0529,-0.0555,0.0314,0.0336
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,58.25,0,0,-0.0555,-0.0581,0.0336,0.0358
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,58.5,0,0,-0.0581,-0.0607,0.0358,0.038
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,58.75,0,0,-0.0607,-0.0634,0.038,0.0402
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,59,0,0,-0.0634,-0.066,0.0402,0.0425
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,59.25,0,0,-0.066,-0.0687,0.0425,0.0447
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,59.5,0,0,-0.0687,-0.0714,0.0447,0.0469
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,59.75,0,0,-0.0714,-0.0741,0.0469,0.0492
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,60,0,0,-0.0741,-0.0768,0.0492,0.0514
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,60.25,0,0,-0.0768,-0.0795,0.0514,0.0536
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,60.5,0,0,-0.0795,-0.0822,0.0536,0.0559
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,60.75,0,0,-0.0822,-0.085,0.0559,0.0581
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,61,0,0,-0.085,-0.0878,0.0581,0.0604
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,61.25,0,0,-0.0878,-0.0905,0.0604,0.0626
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,61.5,0,0,-0.0905,-0.0933,0.0626,0.0649
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,61.75,0,0,-0.0933,-0.0961,0.0649,0.0671
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,62,0,0,-0.0961,-0.0989,0.0671,0.0694
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,62.25,0,0,-0.0989,-0.1018,0.0694,0.0716
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,62.5,0,0,-0.1018,-0.1046,0.0716,0.0739
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,62.75,0,0,-0.1046,-0.1075,0.0739,0.0761
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,63,0,0,-0.1075,-0.1103,0.0761,0.0784
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,63.25,0,0,-0.1103,-0.1132,0.0784,0.0807
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,63.5,0,0,-0.1132,-0.1161,0.0807,0.0829
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,63.75,0,0,-0.1161,-0.119,0.0829,0.0852
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,64,0,0,-0.119,-0.1219,0.0852,0.0874
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,64.25,0,0,-0.1219,-0.1249,0.0874,0.0897
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,64.5,0,0,-0.1249,-0.1278,0.0897,0.0919
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,64.75,0,0,-0.1278,-0.1308,0.0919,0.0942
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,65,0,0,-0.1308,-0.1338,0.0942,0.0964
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,65.25,0,0,-0.1338,-0.1368,0.0964,0.0987
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,65.5,0,0,-0.1368,-0.1398,0.0987,0.101
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,65.75,0,0,-0.1398,-0.1428,0.101,0.1032
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,66,0,0,-0.1428,-0.1458,0.1032,0.1055
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,66.25,0,0,-0.1458,-0.1488,0.1055,0.1077
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,66.5,0,0,-0.1488,-0.1519,0.1077,0.11
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,66.75,0,0,-0.1519,-0.155,0.11,0.1122
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,67,0,0,-0.155,-0.158,0.1122,0.1144
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,67.25,0,0,-0.158,-0.1611,0.1144,0.1167
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,67.5,0,0,-0.1611,-0.1642,0.1167,0.1189
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,67.75,0,0,-0.1642,-0.1674,0.1189,0.1212
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,68,0,0,-0.1674,-0.1705,0.1212,0.1234
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,68.25,0,0,-0.1705,-0.1736,0.1234,0.1256
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,68.5,0,0,-0.1736,-0.1768,0.1256,0.1278
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,68.75,0,0,-0.1768,-0.1799,0.1278,0.1301
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,69,0,0,-0.1799,-0.1831,0.1301,0.1323
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,69.25,0,0,-0.1831,-0.1863,0.1323,0.1345
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,69.5,0,0,-0.1863,-0.1895,0.1345,0.1367
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,69.75,0,0,-0.1895,-0.1926,0.1367,0.1389
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,70,0,0,-0.1926,-0.1958,0.1389,0.1411
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,70.25,0,0,-0.1958,-0.1991,0.1411,0.1433
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,70.5,0,0,-0.1991,-0.2023,0.1433,0.1455
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,70.75,0,0,-0.2023,-0.2055,0.1455,0.1477
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,71,0,0,-0.2055,-0.2087,0.1477,0.1499
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,71.25,0,0,-0.2087,-0.212,0.1499,0.1521
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,71.5,0,0,-0.212,-0.2152,0.1521,0.1543
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,71.75,0,0,-0.2152,-0.2184,0.1543,0.1564
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,72,0,0,-0.2184,-0.2217,0.1564,0.1586
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,72.25,0,0,-0.2217,-0.2249,0.1586,0.1608
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,72.5,0,0,-0.2249,-0.2282,0.1608,0.1629
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,72.75,0,0,-0.2282,-0.2315,0.1629,0.1651
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,73,0,0,-0.2315,-0.2347,0.1651,0.1672
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,73.25,0,0,-0.2347,-0.238,0.1672,0.1694
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,73.5,0,0,-0.238,-0.2413,0.1694,0.1715
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,73.75,0,0,-0.2413,-0.2445,0.1715,0.1736
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,74,0,0,-0.2445,-0.2478,0.1736,0.1758
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,74.25,0,0,-0.2478,-0.2511,0.1758,0.1779
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,74.5,0,0,-0.2511,-0.2543,0.1779,0.18
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,74.75,0,0,-0.2543,-0.2576,0.18,0.1821
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,75,0,0,-0.2576,-0.2609,0.1821,0.1842
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,75.25,0,0,-0.2609,-0.2642,0.1842,0.1863
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,75.5,0,0,-0.2642,-0.2674,0.1863,0.1884
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,75.75,0,0,-0.2674,-0.2707,0.1884,0.1905
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,76,0,0,-0.2707,-0.274,0.1905,0.1926
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,76.25,0,0,-0.274,-0.2773,0.1926,0.1946
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,76.5,0,0,-0.2773,-0.2805,0.1946,0.1967
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,76.75,0,0,-0.2805,-0.2838,0.1967,0.1988
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,77,0,0,-0.2838,-0.2871,0.1988,0.2008
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,77.25,0,0,-0.2871,-0.2903,0.2008,0.2029
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,77.5,0,0,-0.2903,-0.2936,0.2029,0.2049
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,77.75,0,0,-0.2936,-0.2968,0.2049,0.207
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,78,0,0,-0.2968,-0.3001,0.207,0.209
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,78.25,0,0,-0.3001,-0.3033,0.209,0.211
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,78.5,0,0,-0.3033,-0.3065,0.211,0.2131
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,78.75,0,0,-0.3065,-0.3098,0.2131,0.2151
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,79,0,0,-0.3098,-0.313,0.2151,0.2171
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,79.25,0,0,-0.313,-0.3162,0.2171,0.2191
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,79.5,0,0,-0.3162,-0.3194,0.2191,0.2211
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,79.75,0,0,-0.3194,-0.3226,0.2211,0.2231
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,80,0,0,-0.3226,-0.3258,0.2231,0.2251
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,80.25,0,0,-0.3258,-0.329,0.2251,0.2271
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,80.5,0,0,-0.329,-0.3322,0.2271,0.2291
2,FEV1,-9.6987,2.1211,-0.027,-0.1484,-0.0149,-0.1208,-0.0708,-2.3765,0.0972,0.1016,-0.0109,0.0733,0.0114,1.154,0,80.75,0,0,-0.3322,-0.3354,0.2291,0.231
